level-0,level-1,level-2,level-3,level-4,level-5
31368,30886-130886,30886-230886,30886-430886,30886-830886,any
31387,30904-130904,30904-230904,30904-430904,30904-830904,any
31389,30905-130905,30905-230905,30905-430905,30905-830905,any
31391,30906-130906,30906-230906,30906-430906,30906-830906,any
31428,30942-130942,30942-230942,30942-430942,30942-830942,any
31432,30945-130945,30945-230945,30945-430945,30945-830945,any
31438,30950-130950,30950-230950,30950-430950,30950-830950,any
31449,30960-130960,30960-230960,30960-430960,30960-830960,any
31460,30970-130970,30970-230970,30970-430970,30970-830970,any
31478,30987-130987,30987-230987,30987-430987,30987-830987,any
31481,30989-130989,30989-230989,30989-430989,30989-830989,any
31493,31000-131000,31000-231000,31000-431000,31000-831000,any
31510,31016-131016,31016-231016,31016-431016,31016-831016,any
31532,31037-131037,31037-231037,31037-431037,31037-831037,any
31533,31037-131037,31037-231037,31037-431037,31037-831037,any
31573,31076-131076,31076-231076,31076-431076,31076-831076,any
31577,31079-131079,31079-231079,31079-431079,31079-831079,any
31588,31089-131089,31089-231089,31089-431089,31089-831089,any
31600,31100-131100,31100-231100,31100-431100,31100-831100,any
31603,31102-131102,31102-231102,31102-431102,31102-831102,any
31606,31104-131104,31104-231104,31104-431104,31104-831104,any
31621,31118-131118,31118-231118,31118-431118,31118-831118,any
31627,31123-131123,31123-231123,31123-431123,31123-831123,any
31650,31145-131145,31145-231145,31145-431145,31145-831145,any
31659,31153-131153,31153-231153,31153-431153,31153-831153,any
31670,31163-131163,31163-231163,31163-431163,31163-831163,any
31703,31195-131195,31195-231195,31195-431195,31195-831195,any
31717,31208-131208,31208-231208,31208-431208,31208-831208,any
31725,31215-131215,31215-231215,31215-431215,31215-831215,any
31728,31217-131217,31217-231217,31217-431217,31217-831217,any
31732,31220-131220,31220-231220,31220-431220,31220-831220,any
31740,31227-131227,31227-231227,31227-431227,31227-831227,any
31757,31243-131243,31243-231243,31243-431243,31243-831243,any
31778,31263-131263,31263-231263,31263-431263,31263-831263,any
31782,31266-131266,31266-231266,31266-431266,31266-831266,any
31801,31284-131284,31284-231284,31284-431284,31284-831284,any
31807,31289-131289,31289-231289,31289-431289,31289-831289,any
31826,31307-131307,31307-231307,31307-431307,31307-831307,any
31838,31318-131318,31318-231318,31318-431318,31318-831318,any
31840,31319-131319,31319-231319,31319-431319,31319-831319,any
31842,31320-131320,31320-231320,31320-431320,31320-831320,any
31848,31325-131325,31325-231325,31325-431325,31325-831325,any
31873,31349-131349,31349-231349,31349-431349,31349-831349,any
31905,31380-131380,31380-231380,31380-431380,31380-831380,any
31924,31398-131398,31398-231398,31398-431398,31398-831398,any
31935,31408-131408,31408-231408,31408-431408,31408-831408,any
31964,31436-131436,31436-231436,31436-431436,31436-831436,any
31965,31436-131436,31436-231436,31436-431436,31436-831436,any
31983,31453-131453,31453-231453,31453-431453,31453-831453,any
31985,31454-131454,31454-231454,31454-431454,31454-831454,any
31993,31461-131461,31461-231461,31461-431461,31461-831461,any
32000,31467-131467,31467-231467,31467-431467,31467-831467,any
32008,31474-131474,31474-231474,31474-431474,31474-831474,any
32016,31481-131481,31481-231481,31481-431481,31481-831481,any
32059,31523-131523,31523-231523,31523-431523,31523-831523,any
32121,31584-131584,31584-231584,31584-431584,31584-831584,any
32124,31586-131586,31586-231586,31586-431586,31586-831586,any
32126,31587-131587,31587-231587,31587-431587,31587-831587,any
32146,31606-131606,31606-231606,31606-431606,31606-831606,any
32172,31631-131631,31631-231631,31631-431631,31631-831631,any
32185,31643-131643,31643-231643,31643-431643,31643-831643,any
32186,31643-131643,31643-231643,31643-431643,31643-831643,any
32212,31668-131668,31668-231668,31668-431668,31668-831668,any
32214,31669-131669,31669-231669,31669-431669,31669-831669,any
32220,31674-131674,31674-231674,31674-431674,31674-831674,any
32239,31692-131692,31692-231692,31692-431692,31692-831692,any
32244,31696-131696,31696-231696,31696-431696,31696-831696,any
32271,31722-131722,31722-231722,31722-431722,31722-831722,any
32275,31725-131725,31725-231725,31725-431725,31725-831725,any
32276,31725-131725,31725-231725,31725-431725,31725-831725,any
32280,31728-131728,31728-231728,31728-431728,31728-831728,any
32287,31734-131734,31734-231734,31734-431734,31734-831734,any
32291,31737-131737,31737-231737,31737-431737,31737-831737,any
32311,31756-131756,31756-231756,31756-431756,31756-831756,any
32312,31756-131756,31756-231756,31756-431756,31756-831756,any
32316,31759-131759,31759-231759,31759-431759,31759-831759,any
32334,31776-131776,31776-231776,31776-431776,31776-831776,any
32356,31797-131797,31797-231797,31797-431797,31797-831797,any
32365,31805-131805,31805-231805,31805-431805,31805-831805,any
32372,31811-131811,31811-231811,31811-431811,31811-831811,any
32385,31823-131823,31823-231823,31823-431823,31823-831823,any
32406,31843-131843,31843-231843,31843-431843,31843-831843,any
32423,31859-131859,31859-231859,31859-431859,31859-831859,any
32426,31861-131861,31861-231861,31861-431861,31861-831861,any
32446,31880-131880,31880-231880,31880-431880,31880-831880,any
32451,31884-131884,31884-231884,31884-431884,31884-831884,any
32477,31909-131909,31909-231909,31909-431909,31909-831909,any
32509,31940-131940,31940-231940,31940-431940,31940-831940,any
32519,31949-131949,31949-231949,31949-431949,31949-831949,any
32528,31957-131957,31957-231957,31957-431957,31957-831957,any
32533,31961-131961,31961-231961,31961-431961,31961-831961,any
32537,31964-131964,31964-231964,31964-431964,31964-831964,any
32546,31972-131972,31972-231972,31972-431972,31972-831972,any
32550,31975-131975,31975-231975,31975-431975,31975-831975,any
32552,31976-131976,31976-231976,31976-431976,31976-831976,any
32587,32010-132010,32010-232010,32010-432010,32010-832010,any
32604,32026-132026,32026-232026,32026-432026,32026-832026,any
32607,32028-132028,32028-232028,32028-432028,32028-832028,any
32616,32036-132036,32036-232036,32036-432036,32036-832036,any
32627,32046-132046,32046-232046,32046-432046,32046-832046,any
32639,32057-132057,32057-232057,32057-432057,32057-832057,any
32650,32067-132067,32067-232067,32067-432067,32067-832067,any
32668,32084-132084,32084-232084,32084-432084,32084-832084,any
32694,32109-132109,32109-232109,32109-432109,32109-832109,any
32709,32123-132123,32123-232123,32123-432123,32123-832123,any
32732,32145-132145,32145-232145,32145-432145,32145-832145,any
32763,32175-132175,32175-232175,32175-432175,32175-832175,any
32776,32187-132187,32187-232187,32187-432187,32187-832187,any
32778,32188-132188,32188-232188,32188-432188,32188-832188,any
32779,32188-132188,32188-232188,32188-432188,32188-832188,any
32801,32209-132209,32209-232209,32209-432209,32209-832209,any
32825,32232-132232,32232-232232,32232-432232,32232-832232,any
32837,32243-132243,32243-232243,32243-432243,32243-832243,any
32855,32260-132260,32260-232260,32260-432260,32260-832260,any
32878,32282-132282,32282-232282,32282-432282,32282-832282,any
32896,32299-132299,32299-232299,32299-432299,32299-832299,any
32897,32299-132299,32299-232299,32299-432299,32299-832299,any
32916,32317-132317,32317-232317,32317-432317,32317-832317,any
32921,32321-132321,32321-232321,32321-432321,32321-832321,any
32922,32321-132321,32321-232321,32321-432321,32321-832321,any
32950,32348-132348,32348-232348,32348-432348,32348-832348,any
32954,32351-132351,32351-232351,32351-432351,32351-832351,any
32958,32354-132354,32354-232354,32354-432354,32354-832354,any
32981,32376-132376,32376-232376,32376-432376,32376-832376,any
33001,32395-132395,32395-232395,32395-432395,32395-832395,any
33002,32395-132395,32395-232395,32395-432395,32395-832395,any
33016,32408-132408,32408-232408,32408-432408,32408-832408,any
33035,32426-132426,32426-232426,32426-432426,32426-832426,any
33068,32458-132458,32458-232458,32458-432458,32458-832458,any
33087,32476-132476,32476-232476,32476-432476,32476-832476,any
33088,32476-132476,32476-232476,32476-432476,32476-832476,any
33105,32492-132492,32492-232492,32492-432492,32492-832492,any
33109,32495-132495,32495-232495,32495-432495,32495-832495,any
33114,32499-132499,32499-232499,32499-432499,32499-832499,any
33117,32501-132501,32501-232501,32501-432501,32501-832501,any
33121,32504-132504,32504-232504,32504-432504,32504-832504,any
33124,32506-132506,32506-232506,32506-432506,32506-832506,any
33126,32507-132507,32507-232507,32507-432507,32507-832507,any
33138,32518-132518,32518-232518,32518-432518,32518-832518,any
33142,32521-132521,32521-232521,32521-432521,32521-832521,any
33155,32533-132533,32533-232533,32533-432533,32533-832533,any
33186,32563-132563,32563-232563,32563-432563,32563-832563,any
33213,32589-132589,32589-232589,32589-432589,32589-832589,any
33221,32596-132596,32596-232596,32596-432596,32596-832596,any
33234,32608-132608,32608-232608,32608-432608,32608-832608,any
33266,32639-132639,32639-232639,32639-432639,32639-832639,any
33274,32646-132646,32646-232646,32646-432646,32646-832646,any
33300,32671-132671,32671-232671,32671-432671,32671-832671,any
33304,32674-132674,32674-232674,32674-432674,32674-832674,any
33308,32677-132677,32677-232677,32677-432677,32677-832677,any
33309,32677-132677,32677-232677,32677-432677,32677-832677,any
33310,32677-132677,32677-232677,32677-432677,32677-832677,any
33315,32681-132681,32681-232681,32681-432681,32681-832681,any
33323,32688-132688,32688-232688,32688-432688,32688-832688,any
33331,32695-132695,32695-232695,32695-432695,32695-832695,any
33339,32702-132702,32702-232702,32702-432702,32702-832702,any
33350,32712-132712,32712-232712,32712-432712,32712-832712,any
33355,32716-132716,32716-232716,32716-432716,32716-832716,any
33363,32723-132723,32723-232723,32723-432723,32723-832723,any
33365,32724-132724,32724-232724,32724-432724,32724-832724,any
33373,32731-132731,32731-232731,32731-432731,32731-832731,any
33374,32731-132731,32731-232731,32731-432731,32731-832731,any
33394,32750-132750,32750-232750,32750-432750,32750-832750,any
33397,32752-132752,32752-232752,32752-432752,32752-832752,any
33404,32758-132758,32758-232758,32758-432758,32758-832758,any
33417,32770-132770,32770-232770,32770-432770,32770-832770,any
33423,32775-132775,32775-232775,32775-432775,32775-832775,any
33429,32780-132780,32780-232780,32780-432780,32780-832780,any
33432,32782-132782,32782-232782,32782-432782,32782-832782,any
33442,32791-132791,32791-232791,32791-432791,32791-832791,any
33487,32835-132835,32835-232835,32835-432835,32835-832835,any
33521,32868-132868,32868-232868,32868-432868,32868-832868,any
33551,32897-132897,32897-232897,32897-432897,32897-832897,any
33608,32953-132953,32953-232953,32953-432953,32953-832953,any
33610,32954-132954,32954-232954,32954-432954,32954-832954,any
33616,32959-132959,32959-232959,32959-432959,32959-832959,any
33619,32961-132961,32961-232961,32961-432961,32961-832961,any
33644,32985-132985,32985-232985,32985-432985,32985-832985,any
33658,32998-132998,32998-232998,32998-432998,32998-832998,any
33662,33001-133001,33001-233001,33001-433001,33001-833001,any
33669,33007-133007,33007-233007,33007-433007,33007-833007,any
33673,33010-133010,33010-233010,33010-433010,33010-833010,any
33678,33014-133014,33014-233014,33014-433014,33014-833014,any
33688,33023-133023,33023-233023,33023-433023,33023-833023,any
33710,33044-133044,33044-233044,33044-433044,33044-833044,any
33717,33050-133050,33050-233050,33050-433050,33050-833050,any
33725,33057-133057,33057-233057,33057-433057,33057-833057,any
33727,33058-133058,33058-233058,33058-433058,33058-833058,any
33729,33059-133059,33059-233059,33059-433059,33059-833059,any
33794,33123-133123,33123-233123,33123-433123,33123-833123,any
33795,33123-133123,33123-233123,33123-433123,33123-833123,any
33798,33125-133125,33125-233125,33125-433125,33125-833125,any
33811,33137-133137,33137-233137,33137-433137,33137-833137,any
33831,33156-133156,33156-233156,33156-433156,33156-833156,any
33842,33166-133166,33166-233166,33166-433166,33166-833166,any
33863,33186-133186,33186-233186,33186-433186,33186-833186,any
33865,33187-133187,33187-233187,33187-433187,33187-833187,any
33884,33205-133205,33205-233205,33205-433205,33205-833205,any
33886,33206-133206,33206-233206,33206-433206,33206-833206,any
33887,33206-133206,33206-233206,33206-433206,33206-833206,any
33895,33213-133213,33213-233213,33213-433213,33213-833213,any
33939,33256-133256,33256-233256,33256-433256,33256-833256,any
33945,33261-133261,33261-233261,33261-433261,33261-833261,any
33975,33290-133290,33290-233290,33290-433290,33290-833290,any
33983,33297-133297,33297-233297,33297-433297,33297-833297,any
34007,33320-133320,33320-233320,33320-433320,33320-833320,any
34019,33331-133331,33331-233331,33331-433331,33331-833331,any
34021,33332-133332,33332-233332,33332-433332,33332-833332,any
34028,33338-133338,33338-233338,33338-433338,33338-833338,any
34029,33338-133338,33338-233338,33338-433338,33338-833338,any
34037,33345-133345,33345-233345,33345-433345,33345-833345,any
34066,33373-133373,33373-233373,33373-433373,33373-833373,any
34067,33373-133373,33373-233373,33373-433373,33373-833373,any
34080,33385-133385,33385-233385,33385-433385,33385-833385,any
34088,33392-133392,33392-233392,33392-433392,33392-833392,any
34091,33394-133394,33394-233394,33394-433394,33394-833394,any
34098,33400-133400,33400-233400,33400-433400,33400-833400,any
34100,33401-133401,33401-233401,33401-433401,33401-833401,any
34102,33402-133402,33402-233402,33402-433402,33402-833402,any
34104,33403-133403,33403-233403,33403-433403,33403-833403,any
34110,33408-133408,33408-233408,33408-433408,33408-833408,any
34112,33409-133409,33409-233409,33409-433409,33409-833409,any
34113,33409-133409,33409-233409,33409-433409,33409-833409,any
34122,33417-133417,33417-233417,33417-433417,33417-833417,any
34125,33419-133419,33419-233419,33419-433419,33419-833419,any
34127,33420-133420,33420-233420,33420-433420,33420-833420,any
34146,33438-133438,33438-233438,33438-433438,33438-833438,any
34161,33452-133452,33452-233452,33452-433452,33452-833452,any
34173,33463-133463,33463-233463,33463-433463,33463-833463,any
34178,33467-133467,33467-233467,33467-433467,33467-833467,any
34180,33468-133468,33468-233468,33468-433468,33468-833468,any
34186,33473-133473,33473-233473,33473-433473,33473-833473,any
34218,33504-133504,33504-233504,33504-433504,33504-833504,any
34233,33518-133518,33518-233518,33518-433518,33518-833518,any
34246,33530-133530,33530-233530,33530-433530,33530-833530,any
34248,33531-133531,33531-233531,33531-433531,33531-833531,any
34269,33551-133551,33551-233551,33551-433551,33551-833551,any
34273,33554-133554,33554-233554,33554-433554,33554-833554,any
34278,33558-133558,33558-233558,33558-433558,33558-833558,any
34292,33571-133571,33571-233571,33571-433571,33571-833571,any
34297,33575-133575,33575-233575,33575-433575,33575-833575,any
34307,33584-133584,33584-233584,33584-433584,33584-833584,any
34310,33586-133586,33586-233586,33586-433586,33586-833586,any
34321,33596-133596,33596-233596,33596-433596,33596-833596,any
34335,33609-133609,33609-233609,33609-433609,33609-833609,any
