level-0,level-1,level-2,level-3
35633,34811-234811,34811-634811,any
35644,34821-234821,34821-634821,any
35649,34825-234825,34825-634825,any
35662,34837-234837,34837-634837,any
35663,34837-234837,34837-634837,any
35683,34856-234856,34856-634856,any
35723,34895-234895,34895-634895,any
35724,34895-234895,34895-634895,any
35783,34953-234953,34953-634953,any
35824,34993-234993,34993-634993,any
35829,34997-234997,34997-634997,any
35854,35021-235021,35021-635021,any
35865,35031-235031,35031-635031,any
35884,35049-235049,35049-635049,any
35890,35054-235054,35054-635054,any
35910,35073-235073,35073-635073,any
35917,35079-235079,35079-635079,any
35945,35106-235106,35106-635106,any
35961,35121-235121,35121-635121,any
35969,35128-235128,35128-635128,any
36006,35164-235164,35164-635164,any
36011,35168-235168,35168-635168,any
36012,35168-235168,35168-635168,any
36020,35175-235175,35175-635175,any
36032,35186-235186,35186-635186,any
36039,35192-235192,35192-635192,any
36058,35210-235210,35210-635210,any
36069,35220-235220,35220-635220,any
36077,35227-235227,35227-635227,any
36135,35284-235284,35284-635284,any
36162,35310-235310,35310-635310,any
36169,35316-235316,35316-635316,any
36177,35323-235323,35323-635323,any
36186,35331-235331,35331-635331,any
36201,35345-235345,35345-635345,any
36209,35352-235352,35352-635352,any
36214,35356-235356,35356-635356,any
36218,35359-235359,35359-635359,any
36228,35368-235368,35368-635368,any
36235,35374-235374,35374-635374,any
36243,35381-235381,35381-635381,any
36251,35388-235388,35388-635388,any
36270,35406-235406,35406-635406,any
36271,35406-235406,35406-635406,any
36275,35409-235409,35409-635409,any
36302,35435-235435,35435-635435,any
36311,35443-235443,35443-635443,any
36325,35456-235456,35456-635456,any
36327,35457-235457,35457-635457,any
36340,35469-235469,35469-635469,any
36348,35476-235476,35476-635476,any
36364,35491-235491,35491-635491,any
36376,35502-235502,35502-635502,any
36383,35508-235508,35508-635508,any
36385,35509-235509,35509-635509,any
36397,35520-235520,35520-635520,any
36411,35533-235533,35533-635533,any
36423,35544-235544,35544-635544,any
36425,35545-235545,35545-635545,any
36440,35559-235559,35559-635559,any
36467,35585-235585,35585-635585,any
36480,35597-235597,35597-635597,any
36489,35605-235605,35605-635605,any
36503,35618-235618,35618-635618,any
36539,35653-235653,35653-635653,any
36592,35705-235705,35705-635705,any
36601,35713-235713,35713-635713,any
36635,35746-235746,35746-635746,any
36651,35761-235761,35761-635761,any
36671,35780-235780,35780-635780,any
36699,35807-235807,35807-635807,any
36851,35958-235958,35958-635958,any
36876,35982-235982,35982-635982,any
36877,35982-235982,35982-635982,any
36882,35986-235986,35986-635986,any
36885,35988-235988,35988-635988,any
36924,36026-236026,36026-636026,any
36936,36037-236037,36037-636037,any
36956,36056-236056,36056-636056,any
36960,36059-236059,36059-636059,any
36984,36082-236082,36082-636082,any
36989,36086-236086,36086-636086,any
36990,36086-236086,36086-636086,any
36999,36094-236094,36094-636094,any
37019,36113-236113,36113-636113,any
37023,36116-236116,36116-636116,any
37028,36120-236120,36120-636120,any
37030,36121-236121,36121-636121,any
37070,36160-236160,36160-636160,any
37072,36161-236161,36161-636161,any
37085,36173-236173,36173-636173,any
37088,36175-236175,36175-636175,any
37092,36178-236178,36178-636178,any
37109,36194-236194,36194-636194,any
37170,36254-236254,36254-636254,any
37202,36285-236285,36285-636285,any
37203,36285-236285,36285-636285,any
37210,36291-236291,36291-636291,any
37215,36295-236295,36295-636295,any
37232,36311-236311,36311-636311,any
37237,36315-236315,36315-636315,any
37238,36315-236315,36315-636315,any
37250,36326-236326,36326-636326,any
37274,36349-236349,36349-636349,any
37289,36363-236363,36363-636363,any
37302,36375-236375,36375-636375,any
37306,36378-236378,36378-636378,any
37314,36385-236385,36385-636385,any
37331,36401-236401,36401-636401,any
37332,36401-236401,36401-636401,any
37345,36413-236413,36413-636413,any
37353,36420-236420,36420-636420,any
37359,36425-236425,36425-636425,any
37379,36444-236444,36444-636444,any
37380,36444-236444,36444-636444,any
37394,36457-236457,36457-636457,any
37402,36464-236464,36464-636464,any
37438,36499-236499,36499-636499,any
37440,36500-236500,36500-636500,any
37482,36541-236541,36541-636541,any
37546,36604-236604,36604-636604,any
37591,36648-236648,36648-636648,any
37599,36655-236655,36655-636655,any
37618,36673-236673,36673-636673,any
37646,36700-236700,36700-636700,any
37672,36725-236725,36725-636725,any
37676,36728-236728,36728-636728,any
37683,36734-236734,36734-636734,any
37720,36770-236770,36770-636770,any
37741,36790-236790,36790-636790,any
37745,36793-236793,36793-636793,any
37754,36801-236801,36801-636801,any
37778,36824-236824,36824-636824,any
37783,36828-236828,36828-636828,any
37792,36836-236836,36836-636836,any
37821,36864-236864,36864-636864,any
37848,36890-236890,36890-636890,any
37869,36910-236910,36910-636910,any
37894,36934-236934,36934-636934,any
37913,36952-236952,36952-636952,any
37918,36956-236956,36956-636956,any
37931,36968-236968,36968-636968,any
37932,36968-236968,36968-636968,any
37933,36968-236968,36968-636968,any
37937,36971-236971,36971-636971,any
37939,36972-236972,36972-636972,any
37987,37019-237019,37019-637019,any
37997,37028-237028,37028-637028,any
38001,37031-237031,37031-637031,any
38079,37108-237108,37108-637108,any
38090,37118-237118,37118-637118,any
38151,37178-237178,37178-637178,any
38158,37184-237184,37184-637184,any
38223,37248-237248,37248-637248,any
38232,37256-237256,37256-637256,any
38238,37261-237261,37261-637261,any
38240,37262-237262,37262-637262,any
38245,37266-237266,37266-637266,any
38251,37271-237271,37271-637271,any
38294,37313-237313,37313-637313,any
38307,37325-237325,37325-637325,any
38309,37326-237326,37326-637326,any
38310,37326-237326,37326-637326,any
38312,37327-237327,37327-637327,any
38317,37331-237331,37331-637331,any
38352,37365-237365,37365-637365,any
38353,37365-237365,37365-637365,any
38360,37371-237371,37371-637371,any
38397,37407-237407,37407-637407,any
38434,37443-237443,37443-637443,any
38455,37463-237463,37463-637463,any
38468,37475-237475,37475-637475,any
38472,37478-237478,37478-637478,any
38488,37493-237493,37493-637493,any
38537,37541-237541,37541-637541,any
38563,37566-237566,37566-637566,any
38573,37575-237575,37575-637575,any
38599,37600-237600,37600-637600,any
38606,37606-237606,37606-637606,any
38611,37610-237610,37610-637610,any
38619,37617-237617,37617-637617,any
38620,37617-237617,37617-637617,any
38621,37617-237617,37617-637617,any
38622,37617-237617,37617-637617,any
38645,37639-237639,37639-637639,any
38707,37700-237700,37700-637700,any
38721,37713-237713,37713-637713,any
38771,37762-237762,37762-637762,any
38772,37762-237762,37762-637762,any
38795,37784-237784,37784-637784,any
38797,37785-237785,37785-637785,any
38819,37806-237806,37806-637806,any
38822,37808-237808,37808-637808,any
38848,37833-237833,37833-637833,any
38876,37860-237860,37860-637860,any
38905,37888-237888,37888-637888,any
38918,37900-237900,37900-637900,any
38948,37929-237929,37929-637929,any
38950,37930-237930,37930-637930,any
38973,37952-237952,37952-637952,any
39014,37992-237992,37992-637992,any
39026,38003-238003,38003-638003,any
39054,38030-238030,38030-638030,any
39060,38035-238035,38035-638035,any
39089,38063-238063,38063-638063,any
39092,38065-238065,38065-638065,any
39100,38072-238072,38072-638072,any
39110,38081-238081,38081-638081,any
39150,38120-238120,38120-638120,any
39181,38150-238150,38150-638150,any
39182,38150-238150,38150-638150,any
39207,38174-238174,38174-638174,any
39212,38178-238178,38178-638178,any
39222,38187-238187,38187-638187,any
39223,38187-238187,38187-638187,any
39232,38195-238195,38195-638195,any
39234,38196-238196,38196-638196,any
39236,38197-238197,38197-638197,any
39239,38199-238199,38199-638199,any
39324,38283-238283,38283-638283,any
39352,38310-238310,38310-638310,any
39363,38320-238320,38320-638320,any
39369,38325-238325,38325-638325,any
39380,38335-238335,38335-638335,any
39386,38340-238340,38340-638340,any
39388,38341-238341,38341-638341,any
39411,38363-238363,38363-638363,any
39432,38383-238383,38383-638383,any
39460,38410-238410,38410-638410,any
39464,38413-238413,38413-638413,any
39477,38425-238425,38425-638425,any
39478,38425-238425,38425-638425,any
39484,38430-238430,38430-638430,any
39493,38438-238438,38438-638438,any
39529,38473-238473,38473-638473,any
39530,38473-238473,38473-638473,any
39539,38481-238481,38481-638481,any
39581,38522-238522,38522-638522,any
39586,38526-238526,38526-638526,any
39603,38542-238542,38542-638542,any
39606,38544-238544,38544-638544,any
39609,38546-238546,38546-638546,any
39610,38546-238546,38546-638546,any
39615,38550-238550,38550-638550,any
39630,38564-238564,38564-638564,any
39640,38573-238573,38573-638573,any
39643,38575-238575,38575-638575,any
39665,38596-238596,38596-638596,any
39756,38686-238686,38686-638686,any
39764,38693-238693,38693-638693,any
39803,38731-238731,38731-638731,any
39815,38742-238742,38742-638742,any
39824,38750-238750,38750-638750,any
39827,38752-238752,38752-638752,any
39844,38768-238768,38768-638768,any
39890,38813-238813,38813-638813,any
39901,38823-238823,38823-638823,any
39927,38848-238848,38848-638848,any
39943,38863-238863,38863-638863,any
39952,38871-238871,38871-638871,any
39986,38904-238904,38904-638904,any
40000,38917-238917,38917-638917,any
40021,38937-238937,38937-638937,any
40024,38939-238939,38939-638939,any
40052,38966-238966,38966-638966,any
40060,38973-238973,38973-638973,any
40067,38979-238979,38979-638979,any
40077,38988-238988,38988-638988,any
40083,38993-238993,38993-638993,any
40135,39044-239044,39044-639044,any
40142,39050-239050,39050-639050,any
40151,39058-239058,39058-639058,any
40200,39106-239106,39106-639106,any
40269,39174-239174,39174-639174,any
40293,39197-239197,39197-639197,any
40295,39198-239198,39198-639198,any
40319,39221-239221,39221-639221,any
40338,39239-239239,39239-639239,any
40388,39288-239288,39288-639288,any
40425,39324-239324,39324-639324,any
40444,39342-239342,39342-639342,any
40512,39409-239409,39409-639409,any
40623,39519-239519,39519-639519,any
40641,39536-239536,39536-639536,any
40666,39560-239560,39560-639560,any
40681,39574-239574,39574-639574,any
40690,39582-239582,39582-639582,any
40767,39658-239658,39658-639658,any
40808,39698-239698,39698-639698,any
40822,39711-239711,39711-639711,any
40829,39717-239717,39717-639717,any
40856,39743-239743,39743-639743,any
40915,39801-239801,39801-639801,any
40925,39810-239810,39810-639810,any
40955,39839-239839,39839-639839,any
40956,39839-239839,39839-639839,any
41013,39895-239895,39895-639895,any
41017,39898-239898,39898-639898,any
41031,39911-239911,39911-639911,any
41035,39914-239914,39914-639914,any
41090,39968-239968,39968-639968,any
41099,39976-239976,39976-639976,any
41103,39979-239979,39979-639979,any
41107,39982-239982,39982-639982,any
41108,39982-239982,39982-639982,any
41161,40034-240034,40034-640034,any
41183,40055-240055,40055-640055,any
41258,40129-240129,40129-640129,any
41281,40151-240151,40151-640151,any
41356,40225-240225,40225-640225,any
41374,40242-240242,40242-640242,any
41381,40248-240248,40248-640248,any
41400,40266-240266,40266-640266,any
41419,40284-240284,40284-640284,any
41432,40296-240296,40296-640296,any
41474,40337-240337,40337-640337,any
41490,40352-240352,40352-640352,any
41493,40354-240354,40354-640354,any
41496,40356-240356,40356-640356,any
41504,40363-240363,40363-640363,any
41506,40364-240364,40364-640364,any
41517,40374-240374,40374-640374,any
41521,40377-240377,40377-640377,any
41526,40381-240381,40381-640381,any
41553,40407-240407,40407-640407,any
41591,40444-240444,40444-640444,any
41609,40461-240461,40461-640461,any
41610,40461-240461,40461-640461,any
41624,40474-240474,40474-640474,any
41643,40492-240492,40492-640492,any
41718,40566-240566,40566-640566,any
41721,40568-240568,40568-640568,any
41745,40591-240591,40591-640591,any
41762,40607-240607,40607-640607,any
41763,40607-240607,40607-640607,any
41777,40620-240620,40620-640620,any
41793,40635-240635,40635-640635,any
41794,40635-240635,40635-640635,any
41806,40646-240646,40646-640646,any
41809,40648-240648,40648-640648,any
41834,40672-240672,40672-640672,any
41837,40674-240674,40674-640674,any
41838,40674-240674,40674-640674,any
41865,40700-240700,40700-640700,any
41890,40724-240724,40724-640724,any
41901,40734-240734,40734-640734,any
41938,40770-240770,40770-640770,any
41973,40804-240804,40804-640804,any
41979,40809-240809,40809-640809,any
42003,40832-240832,40832-640832,any
42004,40832-240832,40832-640832,any
42017,40844-240844,40844-640844,any
42044,40870-240870,40870-640870,any
42069,40894-240894,40894-640894,any
42186,41010-241010,41010-641010,any
42209,41032-241032,41032-641032,any
42251,41073-241073,41073-641073,any
42279,41100-241100,41100-641100,any
42293,41113-241113,41113-641113,any
42298,41117-241117,41117-641117,any
42346,41164-241164,41164-641164,any
42401,41218-241218,41218-641218,any
42402,41218-241218,41218-641218,any
42435,41250-241250,41250-641250,any
42476,41290-241290,41290-641290,any
42485,41298-241298,41298-641298,any
42563,41375-241375,41375-641375,any
42596,41407-241407,41407-641407,any
42617,41427-241427,41427-641427,any
42645,41454-241454,41454-641454,any
42696,41504-241504,41504-641504,any
42703,41510-241510,41510-641510,any
42706,41512-241512,41512-641512,any
42734,41539-241539,41539-641539,any
42750,41554-241554,41554-641554,any
42857,41660-241660,41660-641660,any
42881,41683-241683,41683-641683,any
42900,41701-241701,41701-641701,any
42907,41707-241707,41707-641707,any
42924,41723-241723,41723-641723,any
42938,41736-241736,41736-641736,any
42959,41756-241756,41756-641756,any
42972,41768-241768,41768-641768,any
42984,41779-241779,41779-641779,any
43003,41797-241797,41797-641797,any
43206,41999-241999,41999-641999,any
43221,42013-242013,42013-642013,any
43235,42026-242026,42026-642026,any
43269,42059-242059,42059-642059,any
43272,42061-242061,42061-642061,any
43280,42068-242068,42068-642068,any
43285,42072-242072,42072-642072,any
43313,42099-242099,42099-642099,any
43323,42108-242108,42108-642108,any
43348,42132-242132,42132-642132,any
43354,42137-242137,42137-642137,any
43387,42169-242169,42169-642169,any
43403,42184-242184,42184-642184,any
43408,42188-242188,42188-642188,any
43434,42213-242213,42213-642213,any
43475,42253-242253,42253-642253,any
43479,42256-242256,42256-642256,any
43535,42311-242311,42311-642311,any
43554,42329-242329,42329-642329,any
43587,42361-242361,42361-642361,any
43599,42372-242372,42372-642372,any
43646,42418-242418,42418-642418,any
43652,42423-242423,42423-642423,any
43701,42471-242471,42471-642471,any
43702,42471-242471,42471-642471,any
43705,42473-242473,42473-642473,any
43711,42478-242478,42478-642478,any
43712,42478-242478,42478-642478,any
43716,42481-242481,42481-642481,any
43738,42502-242502,42502-642502,any
43739,42502-242502,42502-642502,any
43764,42526-242526,42526-642526,any
43770,42531-242531,42531-642531,any
43819,42579-242579,42579-642579,any
43887,42646-242646,42646-642646,any
43909,42667-242667,42667-642667,any
43910,42667-242667,42667-642667,any
43937,42693-242693,42693-642693,any
43945,42700-242700,42700-642700,any
43952,42706-242706,42706-642706,any
43953,42706-242706,42706-642706,any
43959,42711-242711,42711-642711,any
44000,42751-242751,42751-642751,any
44006,42756-242756,42756-642756,any
